"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no"
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,201,"Open flowers (1 location)",2010,5,26,146,2455343,7,2010,6,1,152,2455349,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,482,"Initial growth (forbs)",2010,4,5,95,2455292,5,2010,4,30,120,2455317,14
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,482,"Initial growth (forbs)",2010,5,26,146,2455343,7,2010,6,1,152,2455349,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,488,"Leaves (forbs)",2010,4,12,102,2455299,3,2010,9,1,244,2455441,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,200,"All leaves withered (herbaceous and grasses)",2010,9,8,251,2455448,7,2010,9,8,251,2455448,NA
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,201,"Open flowers (1 location)",2010,5,26,146,2455343,7,2010,6,1,152,2455349,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,202,"Ripe fruits (1 location)",2010,6,30,181,2455378,8,2010,8,12,224,2455421,6
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,482,"Initial growth (forbs)",2010,4,5,95,2455292,5,2010,5,14,134,2455331,5
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,488,"Leaves (forbs)",2010,4,5,95,2455292,5,2010,9,1,244,2455441,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,201,"Open flowers (1 location)",2010,5,26,146,2455343,7,2010,5,26,146,2455343,6
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,202,"Ripe fruits (1 location)",2010,6,30,181,2455378,8,2010,8,12,224,2455421,6
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,482,"Initial growth (forbs)",2010,4,5,95,2455292,5,2010,4,30,120,2455317,14
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,482,"Initial growth (forbs)",2010,5,19,139,2455336,5,2010,6,8,159,2455356,8
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,488,"Leaves (forbs)",2010,4,12,102,2455299,3,2010,8,18,230,2455427,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,488,"Leaves (forbs)",2010,10,15,288,2455485,51,2010,10,29,302,2455499,NA
1950,42.779064,-87.854195,218,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",4133,482,"Initial growth (forbs)",2010,4,21,111,2455308,NA,2010,4,21,111,2455308,NA
1950,42.779064,-87.854195,218,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",4133,488,"Leaves (forbs)",2010,4,21,111,2455308,NA,2010,4,21,111,2455308,NA
2674,45.076584,-93.194885,270,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",6136,482,"Initial growth (forbs)",2010,4,23,113,2455310,NA,2010,4,23,113,2455310,NA
2674,45.076584,-93.194885,270,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",6136,488,"Leaves (forbs)",2010,4,23,113,2455310,NA,2010,4,23,113,2455310,NA
2674,45.076584,-93.194885,270,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",6137,482,"Initial growth (forbs)",2010,4,23,113,2455310,NA,2010,4,23,113,2455310,NA
2674,45.076584,-93.194885,270,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",6137,488,"Leaves (forbs)",2010,4,23,113,2455310,NA,2010,4,23,113,2455310,NA
2674,45.076584,-93.194885,270,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",6138,482,"Initial growth (forbs)",2010,4,23,113,2455310,NA,2010,4,23,113,2455310,NA
2674,45.076584,-93.194885,270,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",6138,488,"Leaves (forbs)",2010,4,23,113,2455310,NA,2010,4,23,113,2455310,NA
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,201,"Open flowers (1 location)",2010,5,20,140,2455337,4,2010,6,19,170,2455367,8
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,202,"Ripe fruits (1 location)",2010,6,10,161,2455358,3,2010,6,10,161,2455358,5
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,202,"Ripe fruits (1 location)",2010,7,15,196,2455393,18,2010,8,9,221,2455418,29
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,488,"Leaves (forbs)",2010,5,16,136,2455333,NA,2010,7,15,196,2455393,15
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,488,"Leaves (forbs)",2010,9,7,250,2455447,29,2010,9,7,250,2455447,NA
1559,39.289673,-123.373718,542,"CA",147,"Aquilegia","canadensis","red columbine","Plantae",2798,482,"Initial growth (forbs)",2011,2,16,47,2455609,NA,2011,2,16,47,2455609,NA
1559,39.289673,-123.373718,542,"CA",147,"Aquilegia","canadensis","red columbine","Plantae",2798,488,"Leaves (forbs)",2011,2,16,47,2455609,NA,2011,2,16,47,2455609,NA
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,390,"Ripe fruits",2011,7,11,192,2455754,6,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,482,"Initial growth (forbs)",2011,4,25,115,2455677,3,2011,6,20,171,2455733,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,488,"Leaves (forbs)",2011,4,25,115,2455677,3,2011,9,13,256,2455818,3
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,500,"Flowers or flower buds",2011,6,6,157,2455719,6,2011,6,6,157,2455719,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,501,"Open flowers",2011,6,6,157,2455719,6,2011,6,6,157,2455719,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,504,"Recent fruit or seed drop",2011,7,22,203,2455765,11,2011,7,22,203,2455765,5
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,516,"Fruits",2011,6,13,164,2455726,7,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,390,"Ripe fruits",2011,7,11,192,2455754,6,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,482,"Initial growth (forbs)",2011,5,6,126,2455688,3,2011,5,31,151,2455713,6
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,488,"Leaves (forbs)",2011,5,6,126,2455688,3,2011,9,13,256,2455818,3
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,500,"Flowers or flower buds",2011,5,24,144,2455706,4,2011,6,6,157,2455719,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,501,"Open flowers",2011,5,31,151,2455713,5,2011,6,6,157,2455719,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,504,"Recent fruit or seed drop",2011,7,22,203,2455765,11,2011,7,22,203,2455765,5
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,516,"Fruits",2011,6,13,164,2455726,7,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,390,"Ripe fruits",2011,7,5,186,2455748,8,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,482,"Initial growth (forbs)",2011,4,25,115,2455677,3,2011,5,31,151,2455713,6
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,488,"Leaves (forbs)",2011,4,29,119,2455681,4,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,500,"Flowers or flower buds",2011,5,16,136,2455698,6,2011,6,6,157,2455719,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,501,"Open flowers",2011,5,31,151,2455713,5,2011,6,6,157,2455719,7
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,504,"Recent fruit or seed drop",2011,7,5,186,2455748,8,2011,7,11,192,2455754,11
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,516,"Fruits",2011,6,6,157,2455719,6,2011,7,11,192,2455754,11
2099,58.402012,-134.588974,18,"AK",147,"Aquilegia","canadensis","red columbine","Plantae",4262,482,"Initial growth (forbs)",2011,4,24,114,2455676,NA,2011,4,24,114,2455676,NA
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,488,"Leaves (forbs)",2011,4,25,115,2455677,NA,2011,6,19,170,2455732,NA
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,500,"Flowers or flower buds",2011,5,22,142,2455704,4,2011,6,19,170,2455732,NA
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,501,"Open flowers",2011,5,22,142,2455704,4,2011,6,19,170,2455732,NA
6,43.040955,-76.212914,172,"NY",147,"Aquilegia","canadensis","red columbine","Plantae",6393,516,"Fruits",2011,6,19,170,2455732,20,2011,6,19,170,2455732,NA
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,390,"Ripe fruits",2011,6,4,155,2455717,7,2011,6,9,160,2455722,NA
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,482,"Initial growth (forbs)",2011,4,26,116,2455678,4,2011,5,12,132,2455694,3
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,488,"Leaves (forbs)",2011,4,26,116,2455678,4,2011,6,4,155,2455717,5
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,500,"Flowers or flower buds",2011,5,8,128,2455690,3,2011,6,4,155,2455717,5
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,501,"Open flowers",2011,5,12,132,2455694,4,2011,6,4,155,2455717,5
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,504,"Recent fruit or seed drop",2011,6,9,160,2455722,5,2011,6,9,160,2455722,NA
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,516,"Fruits",2011,6,4,155,2455717,7,2011,6,9,160,2455722,NA
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,482,"Initial growth (forbs)",2012,4,5,96,2456023,9,2012,5,8,129,2456056,8
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3817,488,"Leaves (forbs)",2012,4,5,96,2456023,9,2012,8,21,234,2456161,15
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,482,"Initial growth (forbs)",2012,3,22,82,2456009,7,2012,5,16,137,2456064,10
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3818,488,"Leaves (forbs)",2012,3,22,82,2456009,7,2012,10,8,282,2456209,NA
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,482,"Initial growth (forbs)",2012,3,27,87,2456014,5,2012,6,19,171,2456098,17
2394,45.425339,-93.186249,278,"MN",147,"Aquilegia","canadensis","red columbine","Plantae",3900,488,"Leaves (forbs)",2012,3,27,87,2456014,5,2012,8,21,234,2456161,15
2099,58.402012,-134.588974,18,"AK",147,"Aquilegia","canadensis","red columbine","Plantae",4262,390,"Ripe fruits",2012,9,3,247,2456174,77,2012,9,3,247,2456174,NA
2099,58.402012,-134.588974,18,"AK",147,"Aquilegia","canadensis","red columbine","Plantae",4262,504,"Recent fruit or seed drop",2012,9,3,247,2456174,77,2012,9,3,247,2456174,NA
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,482,"Initial growth (forbs)",2012,4,2,93,2456020,7,2012,4,2,93,2456020,7
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,488,"Leaves (forbs)",2012,4,2,93,2456020,7,2012,4,15,106,2456033,NA
5266,40.802853,-76.032104,318,"PA",147,"Aquilegia","canadensis","red columbine","Plantae",10582,500,"Flowers or flower buds",2012,4,15,106,2456033,6,2012,4,15,106,2456033,NA
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,390,"Ripe fruits",2012,6,25,177,2456104,4,2012,7,9,191,2456118,3
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,390,"Ripe fruits",2012,7,16,198,2456125,4,2012,7,23,205,2456132,4
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,390,"Ripe fruits",2012,7,30,212,2456139,3,2012,8,2,215,2456142,4
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,488,"Leaves (forbs)",2012,5,31,152,2456079,NA,2012,10,9,283,2456210,2
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,500,"Flowers or flower buds",2012,5,31,152,2456079,NA,2012,6,12,164,2456091,2
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,500,"Flowers or flower buds",2012,6,18,170,2456097,4,2012,6,18,170,2456097,3
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,501,"Open flowers",2012,5,31,152,2456079,NA,2012,6,12,164,2456091,2
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,504,"Recent fruit or seed drop",2012,6,25,177,2456104,4,2012,7,16,198,2456125,7
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,504,"Recent fruit or seed drop",2012,7,30,212,2456139,3,2012,8,2,215,2456142,4
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,516,"Fruits",2012,6,7,159,2456086,3,2012,7,9,191,2456118,3
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,516,"Fruits",2012,7,16,198,2456125,4,2012,7,23,205,2456132,4
6242,43.348259,-70.546036,5,"ME",147,"Aquilegia","canadensis","red columbine","Plantae",16523,516,"Fruits",2012,7,30,212,2456139,3,2012,8,2,215,2456142,4
1029,42.457664,-82.964958,188,"MI",147,"Aquilegia","canadensis","red columbine","Plantae",21167,482,"Initial growth (forbs)",2012,3,14,74,2456001,NA,2012,3,17,77,2456004,NA
1029,42.457664,-82.964958,188,"MI",147,"Aquilegia","canadensis","red columbine","Plantae",21167,488,"Leaves (forbs)",2012,3,14,74,2456001,NA,2012,3,17,77,2456004,NA
6600,43.072197,-87.895683,200,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",21203,482,"Initial growth (forbs)",2012,3,14,74,2456001,NA,2012,4,8,99,2456026,NA
6600,43.072197,-87.895683,200,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",21203,488,"Leaves (forbs)",2012,3,14,74,2456001,NA,2012,4,18,109,2456036,NA
6600,43.072197,-87.895683,200,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",21203,500,"Flowers or flower buds",2012,4,8,99,2456026,4,2012,4,18,109,2456036,NA
8276,35.814579,-78.788826,138,"NC",147,"Aquilegia","canadensis","red columbine","Plantae",23822,390,"Ripe fruits",2012,5,8,129,2456056,33,2012,5,8,129,2456056,NA
8276,35.814579,-78.788826,138,"NC",147,"Aquilegia","canadensis","red columbine","Plantae",23822,500,"Flowers or flower buds",2012,4,4,95,2456022,NA,2012,5,8,129,2456056,NA
8276,35.814579,-78.788826,138,"NC",147,"Aquilegia","canadensis","red columbine","Plantae",23822,501,"Open flowers",2012,4,4,95,2456022,NA,2012,5,8,129,2456056,NA
8276,35.814579,-78.788826,138,"NC",147,"Aquilegia","canadensis","red columbine","Plantae",23822,504,"Recent fruit or seed drop",2012,5,8,129,2456056,33,2012,5,8,129,2456056,NA
8276,35.814579,-78.788826,138,"NC",147,"Aquilegia","canadensis","red columbine","Plantae",23822,516,"Fruits",2012,4,5,96,2456023,1,2012,5,8,129,2456056,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25671,482,"Initial growth (forbs)",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25671,488,"Leaves (forbs)",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25671,500,"Flowers or flower buds",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25671,501,"Open flowers",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25671,516,"Fruits",2012,5,13,134,2456061,24,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25672,482,"Initial growth (forbs)",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25672,488,"Leaves (forbs)",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25672,500,"Flowers or flower buds",2012,4,19,110,2456037,NA,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25672,501,"Open flowers",2012,5,13,134,2456061,24,2012,5,13,134,2456061,NA
8462,43.090698,-89.843498,298,"WI",147,"Aquilegia","canadensis","red columbine","Plantae",25672,516,"Fruits",2012,5,13,134,2456061,24,2012,5,13,134,2456061,NA
